Load Scales,BUS1_01_V_mag,BUS1_01_V_ang,BUS2_01_V_mag,BUS2_01_V_ang,BUS3_01_V_mag,BUS3_01_V_ang,BUS4_01_V_mag,BUS4_01_V_ang,BUS5_01_V_mag,BUS5_01_V_ang,BUS6_01_V_mag,BUS6_01_V_ang,BUS7_01_V_mag,BUS7_01_V_ang,BUS8_01_V_mag,BUS8_01_V_ang,BUS9_01_V_mag,BUS9_01_V_ang
1.0000070260651,1.04,0,1.025,0.161963924342289,1.025,0.0814126089194864,1.02578819293196,-0.0386914471598895,1.01265393537986,-0.0643592831090823,1.03235276657722,0.0343230019932175,1.01588222276549,0.0126948932542811,1.02576915255494,0.0649182855596023,0.995630392032056,-0.0696200072113944
1.00000890159834,1.04,0,1.025,0.161963196687612,1.025,0.081411898691922,1.02578813956703,-0.0386917678163637,1.01265383163654,-0.0643598381069739,1.03235271788058,0.0343222895427671,1.01588212643698,0.0126940906432845,1.02576909387304,0.0649175523356729,0.995630267633349,-0.0696206003455764
1.00002608551705,1.04,0,1.025,0.161956529794538,1.025,0.0814053914684449,1.02578765061901,-0.0386947057231502,1.01265288111331,-0.0643649230901161,1.03235227171074,0.0343157619526897,1.01588124385566,0.0126867369872573,1.02576855621633,0.0649108344158246,0.995629127861143,-0.0696260347401478
1.00003656237633,1.04,0,1.025,0.161952465048281,1.025,0.0814014240709012,1.02578735250311,-0.0386964969381692,1.01265230157909,-0.0643680233599539,1.03235199968219,0.0343117821376754,1.01588070575054,0.0126822535270389,1.02576822840875,0.0649067385586791,0.995628432942663,-0.0696293480434243
1.00006951039721,1.04,0,1.025,0.161939682032989,1.025,0.0813889472004911,1.02578641493115,-0.0387021300349553,1.01265047898903,-0.0643777732430199,1.03235114417987,0.0342992662155326,1.01587901347595,0.0126681537163406,1.02576719748841,0.0648938577027894,0.995626247482419,-0.0696397678863429
1.0000808618206,1.04,0,1.025,0.161935277945089,1.025,0.0813846485868614,1.02578609189785,-0.0387040707845228,1.01264985104358,-0.0643811323367414,1.0323508494319,0.0342949541473141,1.0158784304372,0.0126632959564308,1.0257668423038,0.0648894199056674,0.995625494517147,-0.0696433577996215
1.00010886314012,1.04,0,1.025,0.161924414047932,1.025,0.0813740448694021,1.02578529501456,-0.0387088581746884,1.01264830201052,-0.0643894184683672,1.03235012234441,0.0342843172398965,1.01587699219984,0.0126513129498526,1.0257659661316,0.0648784728542371,0.995623637085101,-0.069652213312674
1.00013044828529,1.04,0,1.025,0.161916039449277,1.025,0.0813658708325581,1.02578468069341,-0.038712548602798,1.01264710788353,-0.0643958059583881,1.03234956184801,0.0342761176175826,1.01587588350173,0.012642075666603,1.02576529070999,0.064870034153709,0.995622205221087,-0.0696590397202451
1.00013143979882,1.04,0,1.025,0.161915654761373,1.025,0.0813654953574438,1.02578465247385,-0.0387127181228517,1.01264705303054,-0.0643960993683028,1.03234953610135,0.0342757409671873,1.01587583257336,0.0126416513511613,1.02576525968421,0.0648696465212558,0.995622139447568,-0.0696593532919022
1.00013207800733,1.04,0,1.025,0.161915407148889,1.025,0.0813652536749655,1.02578463430971,-0.0387128272380061,1.01264701772323,-0.0643962882277835,1.03234951952896,0.0342754985282141,1.01587579979222,0.0126413782315754,1.0257652397138,0.0648693970134502,0.995622097111022,-0.0696595551289151
1.00014739229105,1.04,0,1.025,0.161909465496489,1.025,0.0813594543172345,1.02578419843985,-0.0387154455394093,1.01264617048989,-0.0644008200567681,1.03234912185938,0.034269681017693,1.01587501318108,0.012634824516074,1.0257647605059,0.0648634098810699,0.995621081205075,-0.0696643983640827
1.00015139333668,1.04,0,1.025,0.161907913163851,1.025,0.081357939160781,1.02578408456099,-0.0387161296038542,1.01264594913707,-0.0644020040550699,1.03234901796239,0.0342681611185556,1.01587480766806,0.0126331122739654,1.02576463530592,0.0648618456661234,0.995620815784165,-0.0696656637213247
1.000228784121,1.04,0,1.025,0.161877886739342,1.025,0.0813286318173547,1.02578188164123,-0.038729361288514,1.01264166737317,-0.0644249058748356,1.03234700824691,0.034238762035561,1.01587083240954,0.0125999927429192,1.02576221352519,0.0648315893979912,0.995615681603199,-0.0696901392566417
1.00028968618482,1.04,0,1.025,0.161854257397325,1.025,0.0813055683445399,1.02578014780086,-0.0387397739547472,1.01263829758416,-0.064442928503667,1.03234542661902,0.0342156263642847,1.01586770398554,0.012573929258135,1.02576030761381,0.0648077791711283,0.995611640979425,-0.0697094003336857
1.00029183502938,1.04,0,1.025,0.161853423664289,1.025,0.0813047545773153,1.02578008662037,-0.038740141352742,1.0126381786812,-0.0644435644106348,1.0323453708119,0.0342148100495617,1.01586759360143,0.0125730096390015,1.02576024036461,0.0648069390556417,0.995611498406478,-0.0697100799379811
1.0002961360754,1.04,0,1.025,0.161851754894822,1.025,0.0813031257706423,1.02577996416293,-0.0387408767229983,1.01263794068857,-0.0644448372187175,1.03234525911016,0.0342131761438966,1.01586737266035,0.0125711689630137,1.02576010576078,0.0648052575112659,0.995611213036802,-0.0697114402090658
