Load Scales,BUS1_01_V_mag,BUS1_01_V_ang,BUS2_01_V_mag,BUS2_01_V_ang,BUS3_01_V_mag,BUS3_01_V_ang,BUS4_01_V_mag,BUS4_01_V_ang,BUS5_01_V_mag,BUS5_01_V_ang,BUS6_01_V_mag,BUS6_01_V_ang,BUS7_01_V_mag,BUS7_01_V_ang,BUS8_01_V_mag,BUS8_01_V_ang,BUS9_01_V_mag,BUS9_01_V_ang,BUS10_01_V_mag,BUS10_01_V_ang,BUS11_01_V_mag,BUS11_01_V_ang,BUS12_01_V_mag,BUS12_01_V_ang,BUS13_01_V_mag,BUS13_01_V_ang,BUS14_01_V_mag,BUS14_01_V_ang
0.800023106519942,1.05999985920748,0,1.04132383179508,-0.0658814705369921,1.01440715582886,-0.17403137851448,1.01796857963885,-0.139936107319849,1.01969193183034,-0.118631063734378,1.05999917643249,-0.194831708706053,1.05065729987448,-0.182964631551726,1.05999804013215,-0.182964548142086,1.05074456173742,-0.205382524333879,1.04641071128281,-0.207571850040196,1.05034171781235,-0.203098192887925,1.0482587673848,-0.206953133095141,1.04455401867186,-0.208154013244634,1.03365904153721,-0.220661670362326
0.800032609634012,1.05999985918559,0,1.04132365875569,-0.0658822986442658,1.01440673489628,-0.174033600670374,1.01796816197798,-0.139937881139816,1.0196915738508,-0.118632588529288,1.05999917626767,-0.194834229663966,1.05065696088999,-0.182966921753552,1.05999803986769,-0.182966838311734,1.05074407573959,-0.205385084640986,1.04641023739437,-0.207574450630508,1.05034144269872,-0.203100771824253,1.04825859616105,-0.206955798529305,1.04455377550305,-0.20815668102046,1.03365848140148,-0.220664456116912
0.800034146221814,1.05999985918205,0,1.04132363077654,-0.0658824325435944,1.01440666683458,-0.174033959977941,1.01796809444507,-0.139938167954441,1.01969151596792,-0.118632835078245,1.05999917624102,-0.194834637285722,1.05065690607848,-0.182967292063617,1.05999803982491,-0.182967208616594,1.05074399715702,-0.205385498625246,1.04641016076981,-0.207574871128289,1.0503413982147,-0.203101188820725,1.04825856847533,-0.20695622951188,1.0445537361843,-0.208157112381667,1.03365839083132,-0.220664906554503
0.800052237535695,1.05999985914033,0,1.04132330136094,-0.0658840090355831,1.01440586550079,-0.174038190362063,1.01796729933261,-0.139941544826287,1.01969083447137,-0.11863573787365,1.05999917592696,-0.194839436505651,1.05065626074325,-0.182971651986582,1.05999803932088,-0.182971568478232,1.05074307194816,-0.205390372755614,1.04640925861411,-0.207579821946944,1.05034087447255,-0.203106098415864,1.04825824251168,-0.206961303775121,1.0445532732567,-0.208162191102844,1.03365732448425,-0.220670209875881
0.800065866758611,1.05999985910888,0,1.04132305319623,-0.0658851967001268,1.01440526181481,-0.17404137736117,1.01796670032798,-0.139944088822552,1.0196903210594,-0.118637924719992,1.05999917569014,-0.194843052040568,1.05065577457365,-0.182974936573249,1.05999803894073,-0.182974853018645,1.05074237493319,-0.205394044725169,1.04640857896657,-0.207583551690295,1.05034047990642,-0.203109797102955,1.048257996944,-0.206965126516147,1.04455292450596,-0.208166017202331,1.03365652114175,-0.220674205180429
0.800099941811675,1.0599998590301,0,1.04132243275916,-0.0658881660460603,1.014403752529,-0.174049345357398,1.01796520272547,-0.139950449205644,1.01968903744837,-0.118643392172271,1.05999917509721,-0.194852091436135,1.05065455907245,-0.182983148547152,1.05999803798863,-0.182983064876705,1.05074063228562,-0.205403225216781,1.04640687974076,-0.207592876625291,1.05033949342889,-0.203119044391909,1.04825738298662,-0.206974683958183,1.04455205257482,-0.208175583041178,1.0336545126597,-0.220684194059953
0.800100887850701,1.05999985902791,0,1.04132241553395,-0.0658882484853901,1.01440371062647,-0.174049566576642,1.01796516114688,-0.139950625791853,1.01968900181085,-0.118643543967617,1.05999917508073,-0.194852342400997,1.05065452532589,-0.182983376539931,1.05999803796216,-0.182983292866263,1.05074058390364,-0.205403480098973,1.04640683256433,-0.207593135517729,1.05033946604083,-0.203119301128613,1.04825736594104,-0.206974949305789,1.04455202836699,-0.208175848621912,1.03365445689726,-0.220684471385797
0.800115105712911,1.05999985899499,0,1.04132215666058,-0.0658894874536962,1.01440308088262,-0.174052891247847,1.01796453626876,-0.13995327967908,1.01968846621979,-0.118645825276621,1.05999917483296,-0.194856114113744,1.05065401815372,-0.182986803008731,1.05999803756416,-0.18298671928664,1.05073985677803,-0.205407310684755,1.04640612355678,-0.207597026372902,1.0503390544298,-0.203123159585498,1.04825710976551,-0.206978937174505,1.04455166455111,-0.208179839994281,1.0336536188518,-0.220688639273891
0.800119839684004,1.05999985898402,0,1.04132207046686,-0.0658898999804473,1.01440287120444,-0.174053998230182,1.01796432820953,-0.139954163316918,1.01968828788938,-0.118646584860827,1.05999917475041,-0.194857369942606,1.05065384928564,-0.182987943885229,1.05999803743155,-0.182987860147004,1.05073961467427,-0.205408586116015,1.04640588748563,-0.207598321871447,1.05033891737978,-0.203124444296681,1.04825702446933,-0.206980264974581,1.04455154341501,-0.20818116896094,1.03365333981623,-0.220690027013301
0.80013005687006,1.05999985896033,0,1.04132188443861,-0.0658907903254093,1.01440241866404,-0.174056387399527,1.01796387916131,-0.139956070447501,1.01968790300371,-0.118648224249875,1.05999917457218,-0.194860080362617,1.05065348482221,-0.182990406206799,1.05999803714518,-0.182990322433732,1.0507390921483,-0.205411338843395,1.04640537797974,-0.20760111790948,1.05033862158848,-0.2031272170526,1.04825684037697,-0.206983130727954,1.04455128197034,-0.20818403723213,1.03365273758144,-0.220693022132243
0.800135782878603,1.05999985894705,0,1.04132178018359,-0.0658912893012476,1.01440216504822,-0.174057726361374,1.01796362750143,-0.139957139260125,1.01968768730223,-0.118649143012139,1.05999917447224,-0.194861599362526,1.05065328056596,-0.182991786164974,1.0599980369846,-0.182991702372369,1.05073879930908,-0.205412881553653,1.04640509243738,-0.207602684892313,1.05033845581818,-0.203128770987411,1.04825673720613,-0.206984736781251,1.04455113544895,-0.208185644696494,1.03365240007108,-0.220694700685962
