Load Scales,BUS1_01_V_mag,BUS1_01_V_ang,BUS2_01_V_mag,BUS2_01_V_ang,BUS3_01_V_mag,BUS3_01_V_ang,BUS4_01_V_mag,BUS4_01_V_ang,BUS5_01_V_mag,BUS5_01_V_ang,BUS6_01_V_mag,BUS6_01_V_ang,BUS7_01_V_mag,BUS7_01_V_ang,BUS8_01_V_mag,BUS8_01_V_ang,BUS9_01_V_mag,BUS9_01_V_ang,BUS10_01_V_mag,BUS10_01_V_ang,BUS11_01_V_mag,BUS11_01_V_ang,BUS12_01_V_mag,BUS12_01_V_ang,BUS13_01_V_mag,BUS13_01_V_ang,BUS14_01_V_mag,BUS14_01_V_ang
1.00000739335771,1.05999986723264,0,1.04075275523338,-0.0702027132623778,1.01562478229335,-0.173240001935398,1.01446035580109,-0.151230864651483,1.01636210019931,-0.129650759310335,1.05999861199263,-0.221469294455059,1.04634605224537,-0.195264998002771,1.05999891331194,-0.181771648384323,1.04369807956592,-0.226843319780229,1.03913558217077,-0.230957895582238,1.04600831050535,-0.228480659743994,1.04481898206775,-0.236191074978156,1.03994744347238,-0.23706111232986,1.02388731918821,-0.249130577467195
1.00001325435454,1.05999986723117,0,1.04075274739141,-0.0702027686637032,1.01562480744827,-0.173239972041995,1.01446033172776,-0.151230937535543,1.01636206449379,-0.129650865930177,1.05999861194639,-0.22146966934329,1.04634597630197,-0.195264552263221,1.05999891331274,-0.181770106019191,1.04369794056783,-0.226843302528346,1.03913542723024,-0.230957977529598,1.04600821603808,-0.228480898183072,1.04481888351124,-0.236191509129002,1.03994732017473,-0.237061520614923,1.02388707567789,-0.249130856038748
1.00004931256841,1.05999986722214,0,1.04075269914695,-0.0702031095060659,1.01562496220893,-0.173239788130123,1.01446018361645,-0.151231385934283,1.01636184482063,-0.129651521880691,1.05999861166168,-0.221471975750884,1.04634550905716,-0.195261809967731,1.05999891331749,-0.181760617026205,1.04369708539768,-0.226843196392277,1.03913447398124,-0.230958481692078,1.04600763484311,-0.228482365121721,1.04481827716611,-0.236194180134646,1.03994656161431,-0.237064032487724,1.02388557752877,-0.249132569882447
1.0000695414598,1.05999986721706,0,1.04075267208238,-0.070203300721244,1.015625049032,-0.173239684953838,1.01446010052008,-0.151231637488181,1.01636172157916,-0.129651889873536,1.05999861150179,-0.221473269666584,1.04634524691218,-0.195260271520509,1.05999891332005,-0.18175529363635,1.04369660562537,-0.226843136850394,1.03913393918818,-0.230958764532965,1.04600730878119,-0.228483188088357,1.04481793700062,-0.236195678592726,1.03994613605352,-0.23706544167084,1.0238847370446,-0.249133531364976
1.00009045988531,1.05999986721179,0,1.04075264409592,-0.070203498454605,1.01562513881559,-0.173239578260218,1.01446001458747,-0.151231897616169,1.01636159413424,-0.129652270410279,1.05999861133632,-0.221474607692093,1.04634497581826,-0.195258680631571,1.05999891332262,-0.181749788787701,1.04369610948691,-0.226843075279795,1.03913338615512,-0.230959057016809,1.04600697159903,-0.228484039110575,1.04481758523857,-0.236197228133157,1.03994569598418,-0.237066898892919,1.02388386790149,-0.249134525625049
1.0001344061534,1.05999986720071,0,1.04075258530306,-0.0702039138618059,1.01562532743989,-0.173239354112638,1.01445983404436,-0.151232444101744,1.01636132638433,-0.12965306985805,1.05999861098828,-0.221477418685094,1.04634440624919,-0.195255338423966,1.05999891332777,-0.181738223972239,1.04369506713848,-0.226842945932663,1.0391322242855,-0.2309596714848,1.04600626321373,-0.228485826983624,1.04481684623787,-0.236200483486483,1.03994477146013,-0.237069960299125,1.02388204193863,-0.249136614419345
1.0001395714708,1.0599998671994,0,1.04075257839292,-0.070203962687659,1.01562534961054,-0.173239327766859,1.01445981282274,-0.151232508333925,1.01636129491302,-0.129653163822913,1.05999861094733,-0.221477749082453,1.04634433929976,-0.195254945590161,1.05999891332835,-0.181736864676489,1.04369494462022,-0.226842930729829,1.03913208771954,-0.230959743708144,1.04600617995043,-0.228486037126074,1.04481675937743,-0.236200866112786,1.03994466279346,-0.237070320129352,1.02388182731738,-0.249136859931334
1.00016966040591,1.05999986719178,0,1.04075253814084,-0.0702042471077175,1.01562547875997,-0.173239174297298,1.01445968919821,-0.151232882497679,1.01636111158363,-0.129653711186056,1.05999861070866,-0.221479673714242,1.04634394929047,-0.195252657258555,1.05999891333165,-0.181728946522653,1.04369423091335,-0.226842842171554,1.03913129218418,-0.230960164424866,1.04600569491897,-0.228487261249192,1.04481625339738,-0.236203094988368,1.03994402978669,-0.237072416213176,1.02388057709668,-0.249138290089126
1.00017547536444,1.05999986719031,0,1.04075253036192,-0.0702043020745378,1.0156255037195,-0.173239144637822,1.01445966530574,-0.151232954808077,1.01636107615294,-0.129653816968994,1.0599986106625,-0.221480045667841,1.04634387391443,-0.195252215017489,1.05999891333227,-0.181727416267278,1.04369409298006,-0.226842825057076,1.03913113843718,-0.230960245732626,1.04600560118083,-0.228487497822877,1.04481615561181,-0.236203525739923,1.03994390745177,-0.237072821301449,1.02388033547788,-0.249138566480977
1.00018039852528,1.05999986718906,0,1.04075252377604,-0.0702043486115176,1.01562552485124,-0.173239119526976,1.01445964507725,-0.151233016028725,1.01636104615584,-0.129653906528794,1.05999861062342,-0.221480360577921,1.04634381009744,-0.195251840599623,1.05999891333279,-0.181726120695826,1.04369397619983,-0.226842810567374,1.03913100826857,-0.230960314570925,1.04600552181826,-0.228487698115199,1.04481607282281,-0.23620389043057,1.03994380387831,-0.237073164264584,1.0238801309138,-0.249138800484869
