Load Scales,BUS1_01_V_mag,BUS1_01_V_ang,BUS2_01_V_mag,BUS2_01_V_ang,BUS3_01_V_mag,BUS3_01_V_ang,BUS4_01_V_mag,BUS4_01_V_ang,BUS5_01_V_mag,BUS5_01_V_ang,BUS6_01_V_mag,BUS6_01_V_ang,BUS7_01_V_mag,BUS7_01_V_ang,BUS8_01_V_mag,BUS8_01_V_ang,BUS9_01_V_mag,BUS9_01_V_ang
0.800092426079767,1.04,0,1.025,0.238348096918574,1.025,0.155908883273346,1.03023976983715,-0.00491400683458288,1.02239655463101,-0.00612417822630883,1.03709583023131,0.109034794621144,1.0255780162255,0.0968583327290006,1.03152256639026,0.141845430623617,1.0074328486909,-0.00742425359523655
0.800130438536048,1.04,0,1.025,0.238333765118588,1.025,0.155894916611955,1.03023915096469,-0.00492036351101436,1.02239494290378,-0.00613510040045287,1.03709501029389,0.109020790873477,1.0255762770428,0.0968425594330324,1.03152156408801,0.141831004762368,1.00743087062386,-0.00743591174713084
0.800136584887256,1.04,0,1.025,0.238331447759882,1.025,0.155892658293398,1.0302390508894,-0.00492139134361686,1.02239468229032,-0.00613686644501326,1.03709487771286,0.109018526558193,1.02557599582539,0.0968400089931288,1.03152140201951,0.141828672194292,1.00743055077495,-0.0074377967947227
0.800208950142778,1.04,0,1.025,0.238304163767295,1.025,0.155866069416524,1.03023787246832,-0.00493349277154605,1.02239161373352,-0.0061576594079419,1.03709331668524,0.108991867074893,1.02557268478271,0.0968099807473825,1.03151949380859,0.14180120912469,1.00742678478013,-0.00745999087377664
0.800263467034445,1.04,0,1.025,0.238283609025238,1.025,0.155846038338958,1.03023698449501,-0.00494260952127327,1.0223893018022,-0.00617332405409965,1.0370921406017,0.108971782802064,1.02557019029311,0.0967873585698926,1.03151805616353,0.141780519465669,1.0074239474071,-0.00747671107423491
0.800399767246701,1.04,0,1.025,0.238232218604473,1.025,0.155795957133595,1.03023476367509,-0.00496540292225777,1.02238352083924,-0.00621248840061942,1.0370891999498,0.108921568587976,1.02556395335971,0.0967307991361526,1.03151446153778,0.141728791702687,1.00741685268131,-0.0075185145109988
0.800403551402805,1.04,0,1.025,0.238230791820793,1.025,0.155794566697715,1.03023470200218,-0.00496603574827154,1.02238336032388,-0.00621357574460438,1.03708911830181,0.108920174459062,1.02556378019428,0.096729228840664,1.03151436173262,0.141727355552631,1.00741665568977,-0.00751967512609603
0.800460422851643,1.04,0,1.025,0.238209348853887,1.025,0.155773669992835,1.03023377502992,-0.00497554640996681,1.02238094785976,-0.00622991731341946,1.03708789119192,0.108899222250502,1.02556117767429,0.0967056290426652,1.03151286173731,0.141705771816036,1.00741369502048,-0.00753711788082163
0.800479358736017,1.04,0,1.025,0.238202209185471,1.025,0.155766712206262,1.03023346634402,-0.00497871308491075,1.02238014456318,-0.0062353584167692,1.03708748259918,0.10889224598275,1.02556031112176,0.0966977712303132,1.03151236228304,0.141698585275367,1.00741270918932,-0.00754292563714522
0.800520227480239,1.04,0,1.025,0.238186799803687,1.025,0.155751695372421,1.03023280004551,-0.00498554764130132,1.02237841075773,-0.00624710182601553,1.03708660072043,0.108877189260342,1.02555844083541,0.0966808118888465,1.03151128429763,0.141683074727799,1.00741058141736,-0.00755546038706475
0.800543131514412,1.04,0,1.025,0.238178163906257,1.025,0.155743279469023,1.03023242658993,-0.004989377936464,1.02237743903796,-0.00625368319904457,1.03708610647468,0.108868751001512,1.02555739265316,0.0966713073420493,1.03151068014622,0.141674382132431,1.0074093889027,-0.00756248525325265
0.800567623280961,1.04,0,1.025,0.238168929334274,1.025,0.155734280140292,1.03023202721223,-0.00499347376038272,1.02237639992199,-0.0062607208194877,1.0370855779552,0.108859727767075,1.02555627179442,0.0966611438995561,1.03151003410088,0.141665086930806,1.00740811368246,-0.00756999711250879
0.800585270068969,1.04,0,1.025,0.238162275631969,1.025,0.155727795934623,1.0302317394313,-0.00499642488563432,1.02237565119622,-0.00626579157264144,1.03708519713902,0.108853226336521,1.02555546418434,0.0966538209247367,1.03150956860416,0.141658389542821,1.00740719483669,-0.00757540956526036
0.800719729551663,1.04,0,1.025,0.238111577392271,1.025,0.155678389154748,1.03022954609299,-0.00501891109879335,1.02236994566337,-0.0063044284576749,1.03708229530186,0.108803688301797,1.0255493103387,0.0965980230757116,1.03150602151965,0.141607358416984,1.00740019301241,-0.0076166500654393
0.800848809933284,1.04,0,1.025,0.238062906626632,1.025,0.155630958154177,1.03022743951023,-0.00504049799368895,1.02236446734096,-0.00634152023250503,1.03707950919945,0.108756131280557,1.02554340222973,0.0965444565533209,1.03150261594169,0.141558368043125,1.00739347015039,-0.00765624136220016
0.800895279424333,1.04,0,1.025,0.238045384767691,1.025,0.155613882608921,1.03022668089403,-0.00504826942864329,1.02236249487163,-0.00635487356789087,1.03707850610566,0.108739010363311,1.0255412751772,0.0965251721627757,1.03150138982408,0.141540731114425,1.00739104961584,-0.0076704945518817
0.8009395022719,1.04,0,1.025,0.238028709945822,1.025,0.155597632519503,1.03022595883768,-0.00505566517047725,1.02236061764176,-0.00636758138199595,1.03707755146631,0.108722717093515,1.02553925090742,0.0965068200030036,1.03150022293845,0.141523946781397,1.00738874597059,-0.00768405872306614
0.801116168531645,1.04,0,1.025,0.237962094711518,1.025,0.155532714019017,1.03022307315258,-0.00508521077551883,1.022353117084,-0.00641834860253783,1.03707373736228,0.108657626072156,1.02553116361699,0.0964335037734761,1.03149556088218,0.141456894014849,1.0073795417996,-0.00773824708740099
0.801236279022986,1.04,0,1.025,0.237916804097587,1.025,0.155488576936533,1.03022111021801,-0.005105298276367,1.02234801657124,-0.00645286442868344,1.03707114388738,0.108613371679994,1.02552566482066,0.0963836571718557,1.0314923908645,0.141411305893671,1.00737328293548,-0.00777508892290811
0.801357649185723,1.04,0,1.025,0.237871037865797,1.025,0.15544397630863,1.03021912584403,-0.00512559666349795,1.02234286166878,-0.0064877427371705,1.03706852290781,0.108568652497706,1.02552010796716,0.0963332870337794,1.03148918725978,0.141365239000612,1.00736695744127,-0.00781231769141332
0.801422178981284,1.04,0,1.025,0.237846704728974,1.025,0.1554202628869,1.03021807044774,-0.00513638894967849,1.0223401205553,-0.00650628695439704,1.03706712926672,0.108544876037369,1.02551715335388,0.0963065060469998,1.0314874838353,0.141340745995061,1.00736359391269,-0.00783211161864257
0.801543663544288,1.04,0,1.025,0.237800894390979,1.025,0.155375619212395,1.03021608288842,-0.00515670680342112,1.02233495941026,-0.00654119890007382,1.03706450534594,0.10850011367452,1.0255115906645,0.0962560872516691,1.03148427668499,0.141294634660162,1.00735726093058,-0.00786937632678013
0.801549414205395,1.04,0,1.025,0.237798725871557,1.025,0.155373505918175,1.0302159887829,-0.00515766858609944,1.02233471507701,-0.00654285152376898,1.03706438113094,0.108497994761643,1.02551132733625,0.0962537005803115,1.03148412486101,0.141292451891736,1.0073569611243,-0.00787114032356148
0.801734029043519,1.04,0,1.025,0.237729108624453,1.025,0.155305661548453,1.03021296666839,-0.00518854518350846,1.0223268701122,-0.00659590668732916,1.03706039306104,0.108429969997546,1.02550287318142,0.0961770797852876,1.03147925041073,0.14122237716485,1.00734733518511,-0.00792777099141549
0.80175704503287,1.04,0,1.025,0.2377204293181,1.025,0.155297203263144,1.03021258976133,-0.0051923946138628,1.02232589193162,-0.00660252117172751,1.03705989581732,0.108421489220065,1.02550181913603,0.0961675273220556,1.03147864265586,0.141213640818824,1.00734613495489,-0.0079348312442518
0.801831849578929,1.04,0,1.025,0.237692220442324,1.025,0.15526971272422,1.03021136455816,-0.00520490574826048,1.02232271251092,-0.00662401911117607,1.03705827964325,0.10839392557546,1.02549839327345,0.0961364805542517,1.03147666729919,0.141185246549251,1.00734223382494,-0.00795777799520248
0.801853689653627,1.04,0,1.025,0.237683984481093,1.025,0.155261686488132,1.03021100678412,-0.00520855853799404,1.02232178417667,-0.0066302957252766,1.03705780776006,0.108385877994263,1.02549739302427,0.0961274160268897,1.0314760905458,0.141176956457661,1.00734109477248,-0.00796447761107642
0.801887791150724,1.04,0,1.025,0.237671124657774,1.025,0.155249154131885,1.03021044809358,-0.00521426208564589,1.02232033459995,-0.00664009617897716,1.03705707093303,0.10837331230843,1.02549583119143,0.0961132624561334,1.03147518997016,0.14116401211199,1.00733931617044,-0.00797493855125561
0.802011553320448,1.04,0,1.025,0.237624452984432,1.025,0.155203670894921,1.03020841990849,-0.00523496171536495,1.0223150731544,-0.0066756646075475,1.03705439661479,0.108327708101128,1.0254901626824,0.0960618953845197,1.0314719213467,0.141117033665013,1.00733286055502,-0.00801290407469377
0.802261227250738,1.04,0,1.025,0.237530297008977,1.025,0.155111912353282,1.03020432559714,-0.00527672119111802,1.02230445602241,-0.0067474208176691,1.03704900055711,0.108235705471858,1.02547872597484,0.0959582666226913,1.03146532624227,0.141022258706174,1.00731983404896,-0.00808949628877254
0.802333729828948,1.04,0,1.025,0.237502954642057,1.025,0.155085266154738,1.0302031359739,-0.00528884785905131,1.02230137220778,-0.00676825843084169,1.03704743335753,0.108208988381447,1.02547540457071,0.095928173352796,1.03146341082406,0.140994736566229,1.00731605050503,-0.00811173826964163
0.802404389246847,1.04,0,1.025,0.237476307155401,1.025,0.15505929712973,1.03020197629874,-0.00530066631780461,1.02229836647994,-0.00678856648125846,1.03704590589385,0.108182950261808,1.02547216746933,0.0958988448492148,1.03146154398179,0.140967913865035,1.00731236280459,-0.00813341500543839
