Load Scales,BUS1_01_V_mag,BUS1_01_V_ang,BUS2_01_V_mag,BUS2_01_V_ang,BUS3_01_V_mag,BUS3_01_V_ang,BUS4_01_V_mag,BUS4_01_V_ang,BUS5_01_V_mag,BUS5_01_V_ang,BUS6_01_V_mag,BUS6_01_V_ang,BUS7_01_V_mag,BUS7_01_V_ang,BUS8_01_V_mag,BUS8_01_V_ang,BUS9_01_V_mag,BUS9_01_V_ang,BUS10_01_V_mag,BUS10_01_V_ang,BUS11_01_V_mag,BUS11_01_V_ang,BUS12_01_V_mag,BUS12_01_V_ang,BUS13_01_V_mag,BUS13_01_V_ang,BUS14_01_V_mag,BUS14_01_V_ang
1.10000483445575,1.0599998383599,0,1.04061580626431,-0.0711183099018128,1.01591457026872,-0.173132045042181,1.01402509461574,-0.152267827554419,1.01584025998226,-0.131057563539343,1.0599974618106,-0.22537564817045,1.04481000530377,-0.187762981739132,1.05999889749245,-0.156783770183808,1.04094394934455,-0.226065669069308,1.03614875979008,-0.23152456671722,1.04419510407621,-0.230902050569323,1.04312257665668,-0.24125723095847,1.03775829040188,-0.241826859329549,1.0194571572159,-0.252676659390918
1.10000709931935,1.05999983836495,0,1.04061580260966,-0.0711183285393298,1.01591456718323,-0.173132069054233,1.01402508513764,-0.15226783781674,1.01584025522917,-0.131057568327143,1.05999746188343,-0.22537557162913,1.04480996184476,-0.1877628191624,1.05999889753011,-0.156783292106853,1.04094386852083,-0.226065619415424,1.03614867542678,-0.231524524242712,1.04419505301581,-0.230901996028352,1.04312253807817,-0.24125719018437,1.03775823666187,-0.241826821107723,1.0194570440283,-0.252676658871152
1.10001522495756,1.05999983838307,0,1.04061578949785,-0.0711183954048158,1.01591455611236,-0.173132155205069,1.01402505113303,-0.152267874633313,1.01584023817724,-0.131057585501271,1.05999746214473,-0.225375297003873,1.04480980592575,-0.187762235887508,1.05999889766522,-0.156781576922503,1.04094357854762,-0.226065441268931,1.03614837275483,-0.231524371851041,1.04419486982541,-0.230901800339832,1.04312239967019,-0.241257043882047,1.03775804385857,-0.241826683963219,1.01945663794401,-0.252676656997518
1.10003758221894,1.05999983843291,0,1.04061575342105,-0.0711185793798056,1.01591452564282,-0.173132392268145,1.01402495757042,-0.152267975920047,1.01584019126542,-0.131057632730499,1.05999746286365,-0.225374541238781,1.04480937691179,-0.187760631043465,1.05999889803695,-0.156776857761419,1.04094278068204,-0.226064951079812,1.0361475399513,-0.231523952504089,1.04419436577631,-0.23090126181503,1.04312201884722,-0.241256641199415,1.03775751336586,-0.241826306486242,1.01945552061041,-0.252676651770753
1.10003971059067,1.05999983843766,0,1.04061574998657,-0.071118596893759,1.01591452274151,-0.173132414837935,1.01402494866337,-0.152267985561441,1.01584018679993,-0.13105763722477,1.05999746293209,-0.22537446927996,1.04480933606958,-0.187760478265594,1.05999889807233,-0.156776408511543,1.04094270472514,-0.226064904412498,1.03614746066852,-0.231523912579232,1.04419431779093,-0.230901210540921,1.04312198259349,-0.241256602854085,1.03775746286353,-0.241826270541088,1.01945541424114,-0.252676651267712
1.10006557461517,1.05999983849531,0,1.0406157082504,-0.0711188097217958,1.01591448747561,-0.173132689131568,1.01402484042391,-0.152268102711082,1.01584013254119,-0.131057691813362,1.0599974637637,-0.225373594677707,1.04480883974218,-0.187758621711378,1.0599988985023,-0.156770949298206,1.04094178167423,-0.226064337280004,1.0361464972035,-0.23152342735917,1.04419373466033,-0.230900587352758,1.0431215420365,-0.241256136733033,1.03775684915308,-0.241825833595914,1.01945412162407,-0.252676645079034
1.10012701626677,1.05999983863226,0,1.04061560910077,-0.0711193152941264,1.0159144036317,-0.173133340918197,1.01402458328836,-0.152268380913072,1.01584000369022,-0.131057821301031,1.05999746573898,-0.225371515846222,1.04480766059749,-0.187754211392845,1.05999889952347,-0.156757981190667,1.04093958875329,-0.226062989797753,1.03614420829156,-0.231522274302379,1.04419234931429,-0.230899106162334,1.04312049545912,-0.241255028343039,1.03775539120779,-0.241824794580683,1.0194510508175,-0.252676629818962
1.10013318993243,1.05999983864602,0,1.04061559913799,-0.0711193660929931,1.01591439520182,-0.173133406424098,1.0140245574509,-0.152268408859524,1.01583999074668,-0.131057834297169,1.05999746593743,-0.225371306875263,1.04480754211011,-0.187753768246932,1.05999889962606,-0.156756678200246,1.04093936839633,-0.226062854385307,1.0361439782906,-0.23152215841322,1.04419221010818,-0.230898957272702,1.04312039029842,-0.241254916887457,1.03775524471039,-0.241824690100968,1.01945074225377,-0.252676628242367
1.10014457196441,1.05999983867138,0,1.0406155807701,-0.0711194597474102,1.01591437965765,-0.173133527200374,1.01402450981563,-0.152268460379296,1.01583996688504,-0.131057858250343,1.05999746630329,-0.225370921564767,1.04480732365851,-0.187752951245992,1.05999889981519,-0.156754275974142,1.04093896213117,-0.226062604724955,1.03614355424593,-0.231521944740813,1.04419195345885,-0.230898682745128,1.04312019641946,-0.241254711362967,1.03775497462022,-0.241824497439905,1.01945017336843,-0.252676625315062
1.10014915232557,1.05999983868159,0,1.04061557337845,-0.0711194974356585,1.01591437340145,-0.173133575805694,1.01402449064616,-0.152268481110622,1.01583995728323,-0.131057867887007,1.05999746645052,-0.225370766492353,1.04480723574796,-0.187752622468806,1.05999889989129,-0.156753309277659,1.04093879863972,-0.226062504253544,1.03614338359985,-0.231521858749487,1.04419185017684,-0.230898572259291,1.04312011839855,-0.241254628641019,1.03775486592995,-0.241824419895348,1.01944994443589,-0.252676624129513
